conflict_phase,total_fare_usd
Pre-Iran Escalation,208.59
Pre-Iran Escalation,187.11
Pre-Iran Escalation,192.54
Pre-Iran Escalation,182.62
Pre-Iran Escalation,215.16
Pre-Iran Escalation,183.62
Pre-Iran Escalation,206.74
Pre-Iran Escalation,203.45
Pre-Iran Escalation,180.97
US-Iran War Conflict,471.79
US-Iran War Conflict,374.21
US-Iran War Conflict,553.86
US-Iran War Conflict,517.63
Pre-Pandemic Baseline,3514.99
Pre-Pandemic Baseline,3636.73
Pre-Pandemic Baseline,3237.97
Pre-Pandemic Baseline,3669.22
Pre-Pandemic Baseline,3449.05
Pre-Pandemic Baseline,3275.45
Pre-Pandemic Baseline,3087.87
Pre-Pandemic Baseline,3792.65
Pre-Pandemic Baseline,3286.41
Pre-Pandemic Baseline,3388.81
Pre-Pandemic Baseline,3205.38
Pre-Pandemic Baseline,3976.9
Pre-Pandemic Baseline,3194.05
Pre-Pandemic Baseline,3040.03
COVID-19 Collapse,1157.22
COVID-19 Collapse,1483.07
COVID-19 Collapse,1283.74
COVID-19 Collapse,1073.34
COVID-19 Collapse,1049.7
COVID-19 Collapse,1585.85
COVID-19 Collapse,1423.64
COVID-19 Collapse,1395.04
COVID-19 Collapse,1267.73
COVID-19 Collapse,1306.19
COVID-19 Collapse,1116.6
COVID-19 Collapse,1995.52
COVID-19 Collapse,1351.99
COVID-19 Collapse,1624.04
COVID-19 Collapse,1231.79
Recovery & Surge,4268.26
Recovery & Surge,4872.2
Recovery & Surge,4551.04
Recovery & Surge,3903.23
Recovery & Surge,4548.26
Recovery & Surge,5181.22
Recovery & Surge,4126.39
Recovery & Surge,4866.83
Recovery & Surge,4160.83
Ukraine War Shock,6181.48
Ukraine War Shock,5661.6
Ukraine War Shock,5278.75
Ukraine War Shock,5369.36
Ukraine War Shock,5116.58
Ukraine War Shock,5235.9
Ukraine War Shock,5376.06
Ukraine War Shock,5461.32
Ukraine War Shock,5188.46
Ukraine War Shock,5423.56
Stabilisation,3516.56
Stabilisation,3980.03
Stabilisation,3931.33
Stabilisation,3390.12
Stabilisation,3837.44
Stabilisation,4390.1
Stabilisation,3925.35
Stabilisation,3918.56
Stabilisation,4011.11
Gaza-Israel Conflict,3747.64
Gaza-Israel Conflict,3329.46
Gaza-Israel Conflict,4175.17
Gaza-Israel Conflict,4054.21
Gaza-Israel Conflict,4017.32
Gaza-Israel Conflict,4012.8
Gaza-Israel Conflict,4170.38
Gaza-Israel Conflict,3972.81
Gaza-Israel Conflict,4049.98
Gaza-Israel Conflict,3994.22
Gaza-Israel Conflict,4505.44
Gaza-Israel Conflict,3323.13
Gaza-Israel Conflict,4124.05
Gaza-Israel Conflict,4389.78
Pre-Iran Escalation,3710.81
Pre-Iran Escalation,3661.02
Pre-Iran Escalation,4146.13
Pre-Iran Escalation,4458.86
Pre-Iran Escalation,3846.98
Pre-Iran Escalation,4245.29
Pre-Iran Escalation,4405.86
Pre-Iran Escalation,4233.96
Pre-Iran Escalation,4279.15
Pre-Iran Escalation,4173.99
Pre-Iran Escalation,3636.12
Pre-Iran Escalation,4031.05
US-Iran War Conflict,9502.54
US-Iran War Conflict,10140.35
US-Iran War Conflict,9467.87
US-Iran War Conflict,10038.7
Pre-Pandemic Baseline,1388.01
Pre-Pandemic Baseline,1290.94
Pre-Pandemic Baseline,1344.84
Pre-Pandemic Baseline,1307.25
Pre-Pandemic Baseline,1259.23
Pre-Pandemic Baseline,1288.96
Pre-Pandemic Baseline,1339.88
Pre-Pandemic Baseline,1296.68
Pre-Pandemic Baseline,1294.58
Pre-Pandemic Baseline,1261.22
Pre-Pandemic Baseline,1168.47
Pre-Pandemic Baseline,1322.77
Pre-Pandemic Baseline,1224.62
Pre-Pandemic Baseline,1212.9
COVID-19 Collapse,361.99
COVID-19 Collapse,362.82
COVID-19 Collapse,431.53
COVID-19 Collapse,549.51
COVID-19 Collapse,626.25
COVID-19 Collapse,654.67
COVID-19 Collapse,633.3
COVID-19 Collapse,373.39
COVID-19 Collapse,350.26
COVID-19 Collapse,475.65
COVID-19 Collapse,726.74
COVID-19 Collapse,564.8
COVID-19 Collapse,381.47
COVID-19 Collapse,696.98
COVID-19 Collapse,607.88
Recovery & Surge,1709.09
Recovery & Surge,1777.44
Recovery & Surge,1802.75
Recovery & Surge,1563.39
Recovery & Surge,1648.75
Recovery & Surge,1820.41
Recovery & Surge,1848.7
Recovery & Surge,1376.64
Recovery & Surge,1709.28
Ukraine War Shock,2182.82
Ukraine War Shock,1969.28
Ukraine War Shock,1899.41
Ukraine War Shock,1950.63
Ukraine War Shock,1945.99
Ukraine War Shock,2272.28
Ukraine War Shock,1864.48
Ukraine War Shock,2098.05
Ukraine War Shock,1743.08
Ukraine War Shock,1994.06
Stabilisation,1366.9
Stabilisation,1484.47
Stabilisation,1666.04
Stabilisation,1583.7
Stabilisation,1452.38
Stabilisation,1478.48
Stabilisation,1518.03
Stabilisation,1614.86
Stabilisation,1227.88
Gaza-Israel Conflict,1211.1
Gaza-Israel Conflict,1365.84
Gaza-Israel Conflict,1398.96
Gaza-Israel Conflict,1388.25
Gaza-Israel Conflict,1428.15
Gaza-Israel Conflict,1383.25
Gaza-Israel Conflict,1299.99
Gaza-Israel Conflict,1476.03
Gaza-Israel Conflict,1306.27
Gaza-Israel Conflict,1552.82
Gaza-Israel Conflict,1534.47
Gaza-Israel Conflict,1319.37
Gaza-Israel Conflict,1633.37
Gaza-Israel Conflict,1364.38
Pre-Iran Escalation,1512.75
Pre-Iran Escalation,1450.38
Pre-Iran Escalation,1482.26
Pre-Iran Escalation,1630.09
Pre-Iran Escalation,1564.45
Pre-Iran Escalation,1704.73
Pre-Iran Escalation,1665.06
Pre-Iran Escalation,1627.92
Pre-Iran Escalation,1561.85
Pre-Iran Escalation,1522.64
Pre-Iran Escalation,1625.23
Pre-Iran Escalation,1344.64
US-Iran War Conflict,3100.28
US-Iran War Conflict,2847.09
US-Iran War Conflict,3839.6
US-Iran War Conflict,3453.89
Pre-Pandemic Baseline,503.16
Pre-Pandemic Baseline,518.67
Pre-Pandemic Baseline,518.34
Pre-Pandemic Baseline,467.54
Pre-Pandemic Baseline,501.39
Pre-Pandemic Baseline,441.27
Pre-Pandemic Baseline,522.6
Pre-Pandemic Baseline,533.74
Pre-Pandemic Baseline,511.42
Pre-Pandemic Baseline,438.76
Pre-Pandemic Baseline,406.52
Pre-Pandemic Baseline,483.5
Pre-Pandemic Baseline,427.67
Pre-Pandemic Baseline,506.7
COVID-19 Collapse,208.29
COVID-19 Collapse,185.06
COVID-19 Collapse,109.5
COVID-19 Collapse,232.73
COVID-19 Collapse,201.49
COVID-19 Collapse,137.56
COVID-19 Collapse,141.89
COVID-19 Collapse,149.07
COVID-19 Collapse,123.42
COVID-19 Collapse,145.49
COVID-19 Collapse,234.12
COVID-19 Collapse,240.52
COVID-19 Collapse,219.27
COVID-19 Collapse,220.4
COVID-19 Collapse,205.7
Recovery & Surge,564.57
Recovery & Surge,627.27
Recovery & Surge,632.17
Recovery & Surge,554.75
Recovery & Surge,688.78
Recovery & Surge,690.49
Recovery & Surge,663.94
Recovery & Surge,549.27
Recovery & Surge,639.97
Ukraine War Shock,768.41
Ukraine War Shock,782.3
Ukraine War Shock,766.87
Ukraine War Shock,704.43
Ukraine War Shock,658.41
Ukraine War Shock,737.93
Ukraine War Shock,679.94
Ukraine War Shock,752.09
Ukraine War Shock,747.6
Ukraine War Shock,751.56
Stabilisation,536.8
Stabilisation,524.0
Stabilisation,533.39
Stabilisation,506.17
Stabilisation,523.79
Stabilisation,559.58
Stabilisation,546.71
Stabilisation,567.02
Stabilisation,545.57
Gaza-Israel Conflict,494.27
Gaza-Israel Conflict,555.27
Gaza-Israel Conflict,479.4
Gaza-Israel Conflict,596.05
Gaza-Israel Conflict,468.5
Gaza-Israel Conflict,546.44
Gaza-Israel Conflict,559.77
Gaza-Israel Conflict,510.97
Gaza-Israel Conflict,512.26
Gaza-Israel Conflict,507.99
Gaza-Israel Conflict,551.65
Gaza-Israel Conflict,472.97
Gaza-Israel Conflict,568.88
Gaza-Israel Conflict,522.0
Pre-Iran Escalation,510.92
Pre-Iran Escalation,485.32
Pre-Iran Escalation,591.44
Pre-Iran Escalation,590.28
Pre-Iran Escalation,616.92
Pre-Iran Escalation,570.05
Pre-Iran Escalation,527.1
Pre-Iran Escalation,512.23
Pre-Iran Escalation,586.9
Pre-Iran Escalation,639.58
Pre-Iran Escalation,513.82
Pre-Iran Escalation,576.15
US-Iran War Conflict,1172.81
US-Iran War Conflict,1110.53
US-Iran War Conflict,1497.27
US-Iran War Conflict,1175.54
Pre-Pandemic Baseline,79.19
Pre-Pandemic Baseline,88.04
Pre-Pandemic Baseline,75.86
Pre-Pandemic Baseline,80.22
Pre-Pandemic Baseline,81.96
Pre-Pandemic Baseline,88.68
Pre-Pandemic Baseline,86.17
Pre-Pandemic Baseline,81.01
Pre-Pandemic Baseline,88.7
Pre-Pandemic Baseline,81.64
Pre-Pandemic Baseline,81.54
Pre-Pandemic Baseline,76.03
Pre-Pandemic Baseline,85.2
Pre-Pandemic Baseline,79.04
COVID-19 Collapse,22.41
COVID-19 Collapse,29.79
COVID-19 Collapse,35.09
COVID-19 Collapse,32.91
COVID-19 Collapse,33.31
COVID-19 Collapse,23.24
COVID-19 Collapse,28.17
COVID-19 Collapse,31.26
COVID-19 Collapse,37.32
COVID-19 Collapse,37.69
COVID-19 Collapse,47.38
COVID-19 Collapse,30.55
COVID-19 Collapse,38.01
COVID-19 Collapse,38.75
COVID-19 Collapse,38.13
Recovery & Surge,105.34
Recovery & Surge,112.49
Recovery & Surge,109.52
Recovery & Surge,106.33
Recovery & Surge,116.64
Recovery & Surge,122.8
Recovery & Surge,103.64
Recovery & Surge,96.26
Recovery & Surge,107.87
Ukraine War Shock,138.82
Ukraine War Shock,143.32
Ukraine War Shock,125.11
Ukraine War Shock,121.89
Ukraine War Shock,108.97
Ukraine War Shock,136.23
Ukraine War Shock,118.34
Ukraine War Shock,131.31
Ukraine War Shock,112.85
Ukraine War Shock,127.03
Stabilisation,90.33
Stabilisation,96.99
Stabilisation,103.56
Stabilisation,89.37
Stabilisation,95.93
Stabilisation,106.04
Stabilisation,104.13
Stabilisation,99.78
Stabilisation,90.35
Gaza-Israel Conflict,78.88
Gaza-Israel Conflict,78.98
Gaza-Israel Conflict,95.32
Gaza-Israel Conflict,97.16
Gaza-Israel Conflict,96.58
Gaza-Israel Conflict,101.35
Gaza-Israel Conflict,92.92
Gaza-Israel Conflict,84.79
Gaza-Israel Conflict,91.16
Gaza-Israel Conflict,87.46
Gaza-Israel Conflict,87.57
Gaza-Israel Conflict,101.97
Gaza-Israel Conflict,99.62
Gaza-Israel Conflict,94.43
Pre-Iran Escalation,84.27
Pre-Iran Escalation,89.39
Pre-Iran Escalation,93.31
Pre-Iran Escalation,99.53
Pre-Iran Escalation,104.6
Pre-Iran Escalation,98.21
Pre-Iran Escalation,85.8
Pre-Iran Escalation,98.33
Pre-Iran Escalation,100.1
Pre-Iran Escalation,89.12
Pre-Iran Escalation,102.91
Pre-Iran Escalation,93.76
US-Iran War Conflict,202.94
US-Iran War Conflict,214.17
US-Iran War Conflict,205.79
US-Iran War Conflict,287.09
Pre-Pandemic Baseline,171.34
Pre-Pandemic Baseline,182.44
Pre-Pandemic Baseline,182.38
Pre-Pandemic Baseline,198.95
Pre-Pandemic Baseline,190.69
Pre-Pandemic Baseline,160.87
Pre-Pandemic Baseline,164.09
Pre-Pandemic Baseline,174.04
Pre-Pandemic Baseline,162.56
Pre-Pandemic Baseline,185.71
Pre-Pandemic Baseline,167.94
Pre-Pandemic Baseline,176.23
Pre-Pandemic Baseline,175.98
Pre-Pandemic Baseline,168.68
COVID-19 Collapse,44.78
COVID-19 Collapse,45.55
COVID-19 Collapse,60.38
COVID-19 Collapse,78.87
COVID-19 Collapse,48.68
COVID-19 Collapse,47.27
COVID-19 Collapse,68.11
COVID-19 Collapse,76.67
COVID-19 Collapse,85.96
COVID-19 Collapse,79.43
COVID-19 Collapse,57.16
COVID-19 Collapse,79.66
COVID-19 Collapse,82.97
COVID-19 Collapse,94.52
COVID-19 Collapse,75.64
Recovery & Surge,246.32
Recovery & Surge,206.54
Recovery & Surge,234.45
Recovery & Surge,195.5
Recovery & Surge,265.99
Recovery & Surge,239.32
Recovery & Surge,217.74
Recovery & Surge,198.68
Recovery & Surge,204.43
Ukraine War Shock,290.88
Ukraine War Shock,295.09
Ukraine War Shock,285.3
Ukraine War Shock,292.76
Ukraine War Shock,230.19
Ukraine War Shock,265.05
Ukraine War Shock,226.53
Ukraine War Shock,244.42
Ukraine War Shock,239.29
Ukraine War Shock,261.08
Stabilisation,187.84
Stabilisation,204.52
Stabilisation,217.21
Stabilisation,187.74
Stabilisation,201.49
Stabilisation,202.35
Stabilisation,194.07
Stabilisation,201.44
Stabilisation,186.77
Gaza-Israel Conflict,211.72
Gaza-Israel Conflict,187.53
Gaza-Israel Conflict,194.76
Gaza-Israel Conflict,204.2
Gaza-Israel Conflict,203.59
Gaza-Israel Conflict,192.05
Gaza-Israel Conflict,194.32
Gaza-Israel Conflict,216.32
Gaza-Israel Conflict,193.56
Gaza-Israel Conflict,213.69
Gaza-Israel Conflict,194.33
Gaza-Israel Conflict,188.89
Gaza-Israel Conflict,201.87
Gaza-Israel Conflict,222.44
Pre-Iran Escalation,195.51
Pre-Iran Escalation,197.56
Pre-Iran Escalation,210.73
Pre-Iran Escalation,230.53
Pre-Iran Escalation,218.71
Pre-Iran Escalation,236.81
Pre-Iran Escalation,207.98
Pre-Iran Escalation,184.09
Pre-Iran Escalation,219.34
Pre-Iran Escalation,199.29
Pre-Iran Escalation,202.84
Pre-Iran Escalation,209.41
US-Iran War Conflict,514.25
US-Iran War Conflict,341.39
US-Iran War Conflict,435.24
US-Iran War Conflict,562.96
Pre-Pandemic Baseline,2885.44
Pre-Pandemic Baseline,2768.33
Pre-Pandemic Baseline,2684.87
Pre-Pandemic Baseline,2471.1
Pre-Pandemic Baseline,2689.39
Pre-Pandemic Baseline,2584.77
Pre-Pandemic Baseline,2600.79
Pre-Pandemic Baseline,2729.1
Pre-Pandemic Baseline,2506.53
Pre-Pandemic Baseline,2435.88
Pre-Pandemic Baseline,2485.43
Pre-Pandemic Baseline,2438.8
Pre-Pandemic Baseline,2736.16
Pre-Pandemic Baseline,2349.12
COVID-19 Collapse,673.92
COVID-19 Collapse,909.71
COVID-19 Collapse,1045.5
COVID-19 Collapse,981.69
COVID-19 Collapse,1005.41
COVID-19 Collapse,751.81
COVID-19 Collapse,665.14
COVID-19 Collapse,851.43
COVID-19 Collapse,1171.13
COVID-19 Collapse,1046.69
COVID-19 Collapse,1145.98
COVID-19 Collapse,907.7
COVID-19 Collapse,1174.34
COVID-19 Collapse,1460.75
COVID-19 Collapse,1441.76
Recovery & Surge,3037.82
Recovery & Surge,3003.17
Recovery & Surge,3161.73
Recovery & Surge,2712.57
Recovery & Surge,3373.36
Recovery & Surge,3453.79
Recovery & Surge,3633.96
Recovery & Surge,3256.32
Recovery & Surge,2895.45
Ukraine War Shock,4406.82
Ukraine War Shock,3941.4
Ukraine War Shock,4503.82
Ukraine War Shock,3681.87
Ukraine War Shock,3319.6
Ukraine War Shock,4268.89
Ukraine War Shock,3715.42
Ukraine War Shock,3728.49
Ukraine War Shock,3991.89
Ukraine War Shock,3696.64
Stabilisation,2870.79
Stabilisation,2664.06
Stabilisation,3070.9
Stabilisation,3044.66
Stabilisation,2914.26
Stabilisation,3090.4
Stabilisation,3127.23
Stabilisation,2820.87
Stabilisation,2845.04
Gaza-Israel Conflict,2737.14
Gaza-Israel Conflict,2470.08
Gaza-Israel Conflict,2786.17
Gaza-Israel Conflict,2840.14
Gaza-Israel Conflict,2770.16
Gaza-Israel Conflict,3032.49
Gaza-Israel Conflict,2995.3
Gaza-Israel Conflict,2892.21
Gaza-Israel Conflict,3164.89
Gaza-Israel Conflict,2661.81
Gaza-Israel Conflict,3117.89
Gaza-Israel Conflict,2594.61
Gaza-Israel Conflict,3146.32
Gaza-Israel Conflict,2923.43
Pre-Iran Escalation,2932.64
Pre-Iran Escalation,2763.12
Pre-Iran Escalation,3122.65
Pre-Iran Escalation,2707.88
Pre-Iran Escalation,3248.87
Pre-Iran Escalation,3221.37
Pre-Iran Escalation,2748.45
Pre-Iran Escalation,3330.45
Pre-Iran Escalation,2685.2
Pre-Iran Escalation,3185.3
Pre-Iran Escalation,2588.4
Pre-Iran Escalation,2742.67
US-Iran War Conflict,6520.94
US-Iran War Conflict,6233.53
US-Iran War Conflict,6244.77
US-Iran War Conflict,7545.67
Pre-Pandemic Baseline,1256.94
Pre-Pandemic Baseline,1429.2
Pre-Pandemic Baseline,1495.51
Pre-Pandemic Baseline,1257.97
Pre-Pandemic Baseline,1252.71
Pre-Pandemic Baseline,1410.27
Pre-Pandemic Baseline,1239.57
Pre-Pandemic Baseline,1385.4
Pre-Pandemic Baseline,1289.26
Pre-Pandemic Baseline,1284.68
Pre-Pandemic Baseline,1155.06
Pre-Pandemic Baseline,1424.08
Pre-Pandemic Baseline,1443.61
Pre-Pandemic Baseline,1297.78
COVID-19 Collapse,518.87
COVID-19 Collapse,504.57
COVID-19 Collapse,460.22
COVID-19 Collapse,636.8
COVID-19 Collapse,487.38
COVID-19 Collapse,419.59
COVID-19 Collapse,673.76
COVID-19 Collapse,528.14
COVID-19 Collapse,483.7
COVID-19 Collapse,630.27
COVID-19 Collapse,532.14
COVID-19 Collapse,480.34
COVID-19 Collapse,582.97
COVID-19 Collapse,471.47
COVID-19 Collapse,790.76
Recovery & Surge,1710.09
Recovery & Surge,1574.46
Recovery & Surge,1714.7
Recovery & Surge,1645.48
Recovery & Surge,1854.22
Recovery & Surge,1919.17
Recovery & Surge,1881.04
Recovery & Surge,1456.61
Recovery & Surge,1681.62
Ukraine War Shock,2256.19
Ukraine War Shock,2345.95
Ukraine War Shock,2339.09
Ukraine War Shock,2063.8
Ukraine War Shock,1955.74
Ukraine War Shock,2004.7
Ukraine War Shock,1925.25
Ukraine War Shock,1979.76
Ukraine War Shock,1832.41
Ukraine War Shock,1871.55
Stabilisation,1519.94
Stabilisation,1421.28
Stabilisation,1604.53
Stabilisation,1507.01
Stabilisation,1711.67
Stabilisation,1589.2
Stabilisation,1474.27
Stabilisation,1729.85
Stabilisation,1348.79
Gaza-Israel Conflict,1301.86
Gaza-Israel Conflict,1284.29
Gaza-Israel Conflict,1488.0
Gaza-Israel Conflict,1395.96
Gaza-Israel Conflict,1269.91
Gaza-Israel Conflict,1647.64
Gaza-Israel Conflict,1504.44
Gaza-Israel Conflict,1556.67
Gaza-Israel Conflict,1595.59
Gaza-Israel Conflict,1561.13
Gaza-Israel Conflict,1501.21
Gaza-Israel Conflict,1478.53
Gaza-Israel Conflict,1603.76
Gaza-Israel Conflict,1521.69
Pre-Iran Escalation,1420.89
Pre-Iran Escalation,1536.17
Pre-Iran Escalation,1647.21
Pre-Iran Escalation,1653.59
Pre-Iran Escalation,1660.57
Pre-Iran Escalation,1611.28
Pre-Iran Escalation,1581.9
Pre-Iran Escalation,1675.34
Pre-Iran Escalation,1342.6
Pre-Iran Escalation,1511.12
Pre-Iran Escalation,1722.35
Pre-Iran Escalation,1800.01
US-Iran War Conflict,3837.4
US-Iran War Conflict,3154.03
US-Iran War Conflict,3917.89
US-Iran War Conflict,4605.46
Pre-Pandemic Baseline,368.13
Pre-Pandemic Baseline,413.53
Pre-Pandemic Baseline,428.88
Pre-Pandemic Baseline,378.43
Pre-Pandemic Baseline,346.52
Pre-Pandemic Baseline,342.6
Pre-Pandemic Baseline,360.81
Pre-Pandemic Baseline,381.08
Pre-Pandemic Baseline,371.9
Pre-Pandemic Baseline,378.48
Pre-Pandemic Baseline,424.59
Pre-Pandemic Baseline,358.87
Pre-Pandemic Baseline,401.05
Pre-Pandemic Baseline,370.19
COVID-19 Collapse,154.31
COVID-19 Collapse,107.96
COVID-19 Collapse,138.45
COVID-19 Collapse,161.34
COVID-19 Collapse,133.14
COVID-19 Collapse,165.45
COVID-19 Collapse,145.95
COVID-19 Collapse,135.79
COVID-19 Collapse,145.07
COVID-19 Collapse,135.59
COVID-19 Collapse,119.72
COVID-19 Collapse,225.61
COVID-19 Collapse,216.68
COVID-19 Collapse,207.86
COVID-19 Collapse,130.21
Recovery & Surge,449.14
Recovery & Surge,480.76
Recovery & Surge,495.09
Recovery & Surge,478.17
Recovery & Surge,556.43
Recovery & Surge,490.0
Recovery & Surge,496.94
Recovery & Surge,406.44
Recovery & Surge,458.88
Ukraine War Shock,636.59
Ukraine War Shock,695.21
Ukraine War Shock,612.34
Ukraine War Shock,637.89
Ukraine War Shock,531.37
Ukraine War Shock,554.51
Ukraine War Shock,524.52
Ukraine War Shock,554.0
Ukraine War Shock,508.89
Ukraine War Shock,597.95
Stabilisation,421.71
Stabilisation,403.53
Stabilisation,422.5
Stabilisation,443.68
Stabilisation,446.24
Stabilisation,482.39
Stabilisation,371.04
Stabilisation,391.54
Stabilisation,431.83
Gaza-Israel Conflict,403.09
Gaza-Israel Conflict,438.94
Gaza-Israel Conflict,443.04
Gaza-Israel Conflict,436.85
Gaza-Israel Conflict,401.65
Gaza-Israel Conflict,475.6
Gaza-Israel Conflict,434.16
Gaza-Israel Conflict,413.09
Gaza-Israel Conflict,448.24
Gaza-Israel Conflict,451.42
Gaza-Israel Conflict,468.33
Gaza-Israel Conflict,473.98
Gaza-Israel Conflict,442.93
Gaza-Israel Conflict,461.36
Pre-Iran Escalation,435.68
Pre-Iran Escalation,488.09
Pre-Iran Escalation,415.43
Pre-Iran Escalation,439.0
Pre-Iran Escalation,490.21
Pre-Iran Escalation,420.27
Pre-Iran Escalation,385.08
Pre-Iran Escalation,455.25
Pre-Iran Escalation,428.47
Pre-Iran Escalation,464.58
Pre-Iran Escalation,460.27
Pre-Iran Escalation,454.18
US-Iran War Conflict,880.54
US-Iran War Conflict,900.05
US-Iran War Conflict,1029.82
US-Iran War Conflict,1208.07
Pre-Pandemic Baseline,63.51
Pre-Pandemic Baseline,54.62
Pre-Pandemic Baseline,61.76
Pre-Pandemic Baseline,57.6
Pre-Pandemic Baseline,65.73
Pre-Pandemic Baseline,63.26
Pre-Pandemic Baseline,51.4
Pre-Pandemic Baseline,61.8
Pre-Pandemic Baseline,60.07
Pre-Pandemic Baseline,54.24
Pre-Pandemic Baseline,55.29
Pre-Pandemic Baseline,53.95
Pre-Pandemic Baseline,64.0
Pre-Pandemic Baseline,55.6
COVID-19 Collapse,21.13
COVID-19 Collapse,19.09
COVID-19 Collapse,19.43
COVID-19 Collapse,24.12
COVID-19 Collapse,17.72
COVID-19 Collapse,24.45
COVID-19 Collapse,18.39
COVID-19 Collapse,25.1
COVID-19 Collapse,27.4
COVID-19 Collapse,26.51
COVID-19 Collapse,23.08
COVID-19 Collapse,33.54
COVID-19 Collapse,22.45
COVID-19 Collapse,34.72
COVID-19 Collapse,36.38
Recovery & Surge,71.61
Recovery & Surge,76.96
Recovery & Surge,72.46
Recovery & Surge,64.98
Recovery & Surge,70.73
Recovery & Surge,80.49
Recovery & Surge,70.74
Recovery & Surge,69.22
Recovery & Surge,63.28
Ukraine War Shock,103.61
Ukraine War Shock,92.39
Ukraine War Shock,85.38
Ukraine War Shock,98.58
Ukraine War Shock,78.81
Ukraine War Shock,96.0
Ukraine War Shock,90.67
Ukraine War Shock,83.26
Ukraine War Shock,83.11
Ukraine War Shock,81.48
Stabilisation,61.76
Stabilisation,64.96
Stabilisation,63.92
Stabilisation,66.52
Stabilisation,69.97
Stabilisation,66.46
Stabilisation,58.86
Stabilisation,72.05
Stabilisation,55.5
Gaza-Israel Conflict,65.73
Gaza-Israel Conflict,63.11
Gaza-Israel Conflict,61.16
Gaza-Israel Conflict,60.31
Gaza-Israel Conflict,69.22
Gaza-Israel Conflict,68.16
Gaza-Israel Conflict,70.94
Gaza-Israel Conflict,65.94
Gaza-Israel Conflict,74.11
Gaza-Israel Conflict,66.73
Gaza-Israel Conflict,65.78
Gaza-Israel Conflict,66.78
Gaza-Israel Conflict,67.48
Gaza-Israel Conflict,77.64
Pre-Iran Escalation,69.3
Pre-Iran Escalation,75.91
Pre-Iran Escalation,71.28
Pre-Iran Escalation,68.35
Pre-Iran Escalation,66.39
Pre-Iran Escalation,76.09
Pre-Iran Escalation,64.13
Pre-Iran Escalation,63.76
Pre-Iran Escalation,68.01
Pre-Iran Escalation,73.11
Pre-Iran Escalation,64.88
Pre-Iran Escalation,74.38
US-Iran War Conflict,130.85
US-Iran War Conflict,157.16
US-Iran War Conflict,175.02
US-Iran War Conflict,179.21
Pre-Pandemic Baseline,190.74
Pre-Pandemic Baseline,200.02
Pre-Pandemic Baseline,176.05
Pre-Pandemic Baseline,193.21
Pre-Pandemic Baseline,155.66
Pre-Pandemic Baseline,163.63
Pre-Pandemic Baseline,166.34
Pre-Pandemic Baseline,198.89
Pre-Pandemic Baseline,187.4
Pre-Pandemic Baseline,192.85
Pre-Pandemic Baseline,176.26
Pre-Pandemic Baseline,167.23
Pre-Pandemic Baseline,165.66
Pre-Pandemic Baseline,171.36
COVID-19 Collapse,76.56
COVID-19 Collapse,63.07
COVID-19 Collapse,69.57
COVID-19 Collapse,88.46
COVID-19 Collapse,70.59
COVID-19 Collapse,81.79
COVID-19 Collapse,65.79
COVID-19 Collapse,81.43
COVID-19 Collapse,81.86
COVID-19 Collapse,57.41
COVID-19 Collapse,108.16
COVID-19 Collapse,73.23
COVID-19 Collapse,88.06
COVID-19 Collapse,63.91
COVID-19 Collapse,58.48
Recovery & Surge,238.44
